"region";"ålder";"kön";"2023"
"Härryda (Pixbo-Båtmanstorpet-Benareby )";"totalt";"kvinnor";2894
"Härryda (Pixbo-Båtmanstorpet-Benareby )";"totalt";"totalt";5787
"Härryda (Rävlanda-Hällingsjö-Hindås omland)";"totalt";"män";2199
"Härryda (Rävlanda-Hällingsjö-Hindås omland)";"totalt";"kvinnor";2042
"Härryda (Rävlanda-Hällingsjö-Hindås omland)";"totalt";"totalt";4241
"Partille (Björndammen)";"totalt";"män";1632
"Partille (Björndammen)";"totalt";"kvinnor";1656
"Partille (Björndammen)";"totalt";"totalt";3288
"Partille (Brattåskärr)";"totalt";"män";1040
"Partille (Brattåskärr)";"totalt";"kvinnor";1114
"Partille (Brattåskärr)";"totalt";"totalt";2154
"Partille (Furulund)";"totalt";"män";988
"Partille (Furulund)";"totalt";"kvinnor";1110
"Partille (Furulund)";"totalt";"totalt";2098
"Partille (Furuskog-Skulltorp)";"totalt";"män";2060
"Partille (Furuskog-Skulltorp)";"totalt";"kvinnor";1973
"Partille (Furuskog-Skulltorp)";"totalt";"totalt";4033
"Partille (Kåhög-Jonsered-Jonsered omland)";"totalt";"män";1309
"Partille (Kåhög-Jonsered-Jonsered omland)";"totalt";"kvinnor";1268
"Partille (Kåhög-Jonsered-Jonsered omland)";"totalt";"totalt";2577
"Partille (Lexby-Lexby omland)";"totalt";"män";1116
"Partille (Lexby-Lexby omland)";"totalt";"kvinnor";1075
"Partille (Lexby-Lexby omland)";"totalt";"totalt";2191
"Partille (Mellby-Björnekulla)";"totalt";"män";1278
"Partille (Mellby-Björnekulla)";"totalt";"kvinnor";1031
"Partille (Mellby-Björnekulla)";"totalt";"totalt";2309
"Partille (Norra Sävedalen)";"totalt";"män";2382
"Partille (Norra Sävedalen)";"totalt";"kvinnor";2267
"Partille (Norra Sävedalen)";"totalt";"totalt";4649
"Partille (Oluff Nilssons väg)";"totalt";"män";1183
"Partille (Oluff Nilssons väg)";"totalt";"kvinnor";1004
"Partille (Oluff Nilssons väg)";"totalt";"totalt";2187
"Partille (Partille centrum)";"totalt";"män";1460
"Partille (Partille centrum)";"totalt";"kvinnor";1340
"Partille (Partille centrum)";"totalt";"totalt";2800
"Partille (Puketorp)";"totalt";"män";1090
"Partille (Puketorp)";"totalt";"kvinnor";1093
"Partille (Puketorp)";"totalt";"totalt";2183
"Partille (Södra Sävedalen)";"totalt";"män";899
"Partille (Södra Sävedalen)";"totalt";"kvinnor";850
"Partille (Södra Sävedalen)";"totalt";"totalt";1749
"Partille (Vallhamra)";"totalt";"män";1149
"Partille (Vallhamra)";"totalt";"kvinnor";1265
"Partille (Vallhamra)";"totalt";"totalt";2414
"Partille (Västra Öjersjö)";"totalt";"män";1790
"Partille (Västra Öjersjö)";"totalt";"kvinnor";1768
"Partille (Västra Öjersjö)";"totalt";"totalt";3558
"Partille (Östra Öjersjö)";"totalt";"män";1325
"Partille (Östra Öjersjö)";"totalt";"kvinnor";1215
"Partille (Östra Öjersjö)";"totalt";"totalt";2540
"Öckerö (Björkö-Kalvsund)";"totalt";"män";864
"Öckerö (Björkö-Kalvsund)";"totalt";"kvinnor";888
"Öckerö (Björkö-Kalvsund)";"totalt";"totalt";1752
"Öckerö (Hälsö-Nordöarna)";"totalt";"män";639
"Öckerö (Hälsö-Nordöarna)";"totalt";"kvinnor";625
"Öckerö (Hälsö-Nordöarna)";"totalt";"totalt";1264
"Öckerö (Hönö västra)";"totalt";"män";1791
"Öckerö (Hönö västra)";"totalt";"kvinnor";1742
"Öckerö (Hönö västra)";"totalt";"totalt";3533
"Öckerö (Hönö östra-Grötö-Fotö)";"totalt";"män";1333
"Öckerö (Hönö östra-Grötö-Fotö)";"totalt";"kvinnor";1376
"Öckerö (Hönö östra-Grötö-Fotö)";"totalt";"totalt";2709
"Öckerö (Öckerö)";"totalt";"män";1775
"Öckerö (Öckerö)";"totalt";"kvinnor";1786
"Öckerö (Öckerö)";"totalt";"totalt";3561
"Stenungsund (Hallerna-Strandnorum)";"totalt";"män";1709
"Stenungsund (Hallerna-Strandnorum)";"totalt";"kvinnor";1676
"Stenungsund (Hallerna-Strandnorum)";"totalt";"totalt";3385
"Stenungsund (Hasselbacken)";"totalt";"män";1085
"Stenungsund (Hasselbacken)";"totalt";"kvinnor";1081
"Stenungsund (Hasselbacken)";"totalt";"totalt";2166
"Stenungsund (Jörlanda)";"totalt";"män";1041
"Stenungsund (Jörlanda)";"totalt";"kvinnor";1056
"Stenungsund (Jörlanda)";"totalt";"totalt";2097
"Stenungsund (Kristinedal)";"totalt";"män";975
"Stenungsund (Kristinedal)";"totalt";"kvinnor";1058
"Stenungsund (Kristinedal)";"totalt";"totalt";2033
"Stenungsund (Kyrkenorum-Högenorum-Ekbacken)";"totalt";"män";1432
"Stenungsund (Kyrkenorum-Högenorum-Ekbacken)";"totalt";"kvinnor";1382
"Stenungsund (Kyrkenorum-Högenorum-Ekbacken)";"totalt";"totalt";2814
"Stenungsund (Stenungsund centrum-Stenungsön-Stora Askerön)";"totalt";"män";888
"Stenungsund (Stenungsund centrum-Stenungsön-Stora Askerön)";"totalt";"kvinnor";996
"Stenungsund (Stenungsund centrum-Stenungsön-Stora Askerön)";"totalt";"totalt";1884
"Stenungsund (Stenungsund omland)";"totalt";"män";2605
"Stenungsund (Stenungsund omland)";"totalt";"kvinnor";2340
"Stenungsund (Stenungsund omland)";"totalt";"totalt";4945
"Stenungsund (Stora Höga-Spekeröd)";"totalt";"män";2143
"Stenungsund (Stora Höga-Spekeröd)";"totalt";"kvinnor";2005
"Stenungsund (Stora Höga-Spekeröd)";"totalt";"totalt";4148
"Stenungsund (Västergård-Doteröd-Nytorpshöjd)";"totalt";"män";1234
"Stenungsund (Västergård-Doteröd-Nytorpshöjd)";"totalt";"kvinnor";1338
"Stenungsund (Västergård-Doteröd-Nytorpshöjd)";"totalt";"totalt";2572
"Stenungsund (Ödsmål)";"totalt";"män";952
"Stenungsund (Ödsmål)";"totalt";"kvinnor";866
"Stenungsund (Ödsmål)";"totalt";"totalt";1818
"Tjörn (Kållekärr)";"totalt";"män";678
"Tjörn (Kållekärr)";"totalt";"kvinnor";671
"Tjörn (Kållekärr)";"totalt";"totalt";1349
"Tjörn (Skärhamn norra)";"totalt";"män";851
"Tjörn (Skärhamn norra)";"totalt";"kvinnor";860
"Tjörn (Skärhamn norra)";"totalt";"totalt";1711
"Tjörn (Tjörn sydväst )";"totalt";"män";2526
"Tjörn (Tjörn sydväst )";"totalt";"kvinnor";2370
"Tjörn (Tjörn sydväst )";"totalt";"totalt";4896
"Tjörn (Tjörn öster)";"totalt";"män";2662
"Tjörn (Tjörn öster)";"totalt";"kvinnor";2611
"Tjörn (Tjörn öster)";"totalt";"totalt";5273
"Tjörn (Tjörns omland)";"totalt";"män";1496
"Tjörn (Tjörns omland)";"totalt";"kvinnor";1421
"Tjörn (Tjörns omland)";"totalt";"totalt";2917
"Orust (Ellös)";"totalt";"män";593
"Orust (Ellös)";"totalt";"kvinnor";587
"Orust (Ellös)";"totalt";"totalt";1180
"Orust (Henån)";"totalt";"män";1259
"Orust (Henån)";"totalt";"kvinnor";1291
"Orust (Henån)";"totalt";"totalt";2550
"Orust (Morlanda-Tegneby-Stala)";"totalt";"män";1851
"Orust (Morlanda-Tegneby-Stala)";"totalt";"kvinnor";1718
"Orust (Morlanda-Tegneby-Stala)";"totalt";"totalt";3569
"Orust (Svanesund)";"totalt";"män";1070
"Orust (Svanesund)";"totalt";"kvinnor";1092
"Orust (Svanesund)";"totalt";"totalt";2162
"Orust (Torp-Myckleby-Långelanda)";"totalt";"män";1956
"Orust (Torp-Myckleby-Långelanda)";"totalt";"kvinnor";1843
"Orust (Torp-Myckleby-Långelanda)";"totalt";"totalt";3799
"Orust (Varekil)";"totalt";"män";523
"Orust (Varekil)";"totalt";"kvinnor";514
"Orust (Varekil)";"totalt";"totalt";1037
"Orust (Västra Orust)";"totalt";"män";540
"Orust (Västra Orust)";"totalt";"kvinnor";496
"Orust (Västra Orust)";"totalt";"totalt";1036
"Sotenäs (Hunnebostrand-Bovallstrand)";"totalt";"män";1292
"Sotenäs (Hunnebostrand-Bovallstrand)";"totalt";"kvinnor";1305
"Sotenäs (Hunnebostrand-Bovallstrand)";"totalt";"totalt";2597
"Sotenäs (Kungshamn-Smögen-Hovenäset-Väjern)";"totalt";"män";2536
"Sotenäs (Kungshamn-Smögen-Hovenäset-Väjern)";"totalt";"kvinnor";2405
"Sotenäs (Kungshamn-Smögen-Hovenäset-Väjern)";"totalt";"totalt";4941
"Sotenäs (Sotenäs omland)";"totalt";"män";796
"Sotenäs (Sotenäs omland)";"totalt";"kvinnor";718
"Sotenäs (Sotenäs omland)";"totalt";"totalt";1514
"Munkedal (Munkedals tätort)";"totalt";"män";2198
"Munkedal (Munkedals tätort)";"totalt";"kvinnor";2191
"Munkedal (Munkedals tätort)";"totalt";"totalt";4389
"Munkedal (Svarteborg-Munkedals omland)";"totalt";"män";2439
"Munkedal (Svarteborg-Munkedals omland)";"totalt";"kvinnor";2207
"Munkedal (Svarteborg-Munkedals omland)";"totalt";"totalt";4646
"Munkedal (Sörbygden)";"totalt";"män";793
"Munkedal (Sörbygden)";"totalt";"kvinnor";674
"Munkedal (Sörbygden)";"totalt";"totalt";1467
"Tanum (Grebbestad)";"totalt";"män";1025
"Tanum (Grebbestad)";"totalt";"kvinnor";1031
"Tanum (Grebbestad)";"totalt";"totalt";2056
"Tanum (Tanums kustområde)";"totalt";"män";1855
"Tanum (Tanums kustområde)";"totalt";"kvinnor";1795
"Tanum (Tanums kustområde)";"totalt";"totalt";3650
"Tanum (Tanums landsbygd)";"totalt";"män";2669
"Tanum (Tanums landsbygd)";"totalt";"kvinnor";2428
"Tanum (Tanums landsbygd)";"totalt";"totalt";5097
"Tanum (Tanumshede)";"totalt";"män";1063
"Tanum (Tanumshede)";"totalt";"kvinnor";999
"Tanum (Tanumshede)";"totalt";"totalt";2062
"Dals-Ed (Dals-Ed-Ed)";"totalt";"män";1054
"Dals-Ed (Dals-Ed-Ed)";"totalt";"kvinnor";1048
"Dals-Ed (Dals-Ed-Ed)";"totalt";"totalt";2102
"Dals-Ed (Dals-Eds omland)";"totalt";"män";893
"Dals-Ed (Dals-Eds omland)";"totalt";"kvinnor";738
"Dals-Ed (Dals-Eds omland)";"totalt";"totalt";1631
"Dals-Ed (Dals-Ed-Äng)";"totalt";"män";440
"Dals-Ed (Dals-Ed-Äng)";"totalt";"kvinnor";433
"Dals-Ed (Dals-Ed-Äng)";"totalt";"totalt";873
"Färgelanda (Färgelanda norra)";"totalt";"män";1052
"Färgelanda (Färgelanda norra)";"totalt";"kvinnor";961
"Färgelanda (Färgelanda norra)";"totalt";"totalt";2013
"Färgelanda (Färgelanda södra)";"totalt";"män";2292
"Färgelanda (Färgelanda södra)";"totalt";"kvinnor";2129
"Färgelanda (Färgelanda södra)";"totalt";"totalt";4421
"Ale (Alafors)";"totalt";"män";1065
"Ale (Alafors)";"totalt";"kvinnor";1015
"Ale (Alafors)";"totalt";"totalt";2080
"Ale (Alvhem-Hålanda)";"totalt";"män";1498
"Ale (Alvhem-Hålanda)";"totalt";"kvinnor";1321
"Ale (Alvhem-Hålanda)";"totalt";"totalt";2819
"Ale (Bohus)";"totalt";"män";1694
"Ale (Bohus)";"totalt";"kvinnor";1609
"Ale (Bohus)";"totalt";"totalt";3303
"Ale (Centrala Nödinge)";"totalt";"män";1163
"Ale (Centrala Nödinge)";"totalt";"kvinnor";1218
"Ale (Centrala Nödinge)";"totalt";"totalt";2381
"Ale (Centrala Älvängen)";"totalt";"män";1137
"Ale (Centrala Älvängen)";"totalt";"kvinnor";1134
"Ale (Centrala Älvängen)";"totalt";"totalt";2271
"Ale (Nol)";"totalt";"män";1908
"Ale (Nol)";"totalt";"kvinnor";1834
"Ale (Nol)";"totalt";"totalt";3742
"Ale (Norra Älvängen)";"totalt";"män";824
"Ale (Norra Älvängen)";"totalt";"kvinnor";835
"Ale (Norra Älvängen)";"totalt";"totalt";1659
"Ale (Skepplanda)";"totalt";"män";1182
"Ale (Skepplanda)";"totalt";"kvinnor";1170
"Ale (Skepplanda)";"totalt";"totalt";2352
"Ale (Starrkärr-Kilanda-Ryd)";"totalt";"män";1220
"Ale (Starrkärr-Kilanda-Ryd)";"totalt";"kvinnor";1123
"Ale (Starrkärr-Kilanda-Ryd)";"totalt";"totalt";2343
"Ale (Surte)";"totalt";"män";1732
"Ale (Surte)";"totalt";"kvinnor";1590
"Ale (Surte)";"totalt";"totalt";3322
"Ale (Södra Nödinge)";"totalt";"män";1055
"Ale (Södra Nödinge)";"totalt";"kvinnor";1053
"Ale (Södra Nödinge)";"totalt";"totalt";2108
"Ale (Södra Älvängen)";"totalt";"män";1323
"Ale (Södra Älvängen)";"totalt";"kvinnor";1259
"Ale (Södra Älvängen)";"totalt";"totalt";2582
"Ale (Östra Nödinge)";"totalt";"män";759
"Ale (Östra Nödinge)";"totalt";"kvinnor";725
"Ale (Östra Nödinge)";"totalt";"totalt";1484
"Lerum (Aggetorp-Björboholm)";"totalt";"män";1106
"Lerum (Aggetorp-Björboholm)";"totalt";"kvinnor";1010
"Lerum (Aggetorp-Björboholm)";"totalt";"totalt";2116
"Lerum (Aspenäs)";"totalt";"män";1844
"Lerum (Aspenäs)";"totalt";"kvinnor";1890
"Lerum (Aspenäs)";"totalt";"totalt";3734
"Lerum (Floda)";"totalt";"män";1781
"Lerum (Floda)";"totalt";"kvinnor";1755
"Lerum (Floda)";"totalt";"totalt";3536
"Lerum (Gråbo)";"totalt";"män";1205
"Lerum (Gråbo)";"totalt";"kvinnor";1315
"Lerum (Gråbo)";"totalt";"totalt";2520
"Lerum (Hulan-Södra Lerum)";"totalt";"män";3202
"Lerum (Hulan-Södra Lerum)";"totalt";"kvinnor";3137
"Lerum (Hulan-Södra Lerum)";"totalt";"totalt";6339
"Lerum (Jeriko-Bråta-Öxeryd)";"totalt";"män";1704
"Lerum (Jeriko-Bråta-Öxeryd)";"totalt";"kvinnor";1703
"Lerum (Jeriko-Bråta-Öxeryd)";"totalt";"totalt";3407
"Lerum (Lerum-Hallsås)";"totalt";"män";2675
"Lerum (Lerum-Hallsås)";"totalt";"kvinnor";2884
"Lerum (Lerum-Hallsås)";"totalt";"totalt";5559
"Lerum (Lerums Kommuns omland)";"totalt";"män";1352
"Lerum (Lerums Kommuns omland)";"totalt";"kvinnor";1250
"Lerum (Lerums Kommuns omland)";"totalt";"totalt";2602
"Lerum (Ryggebol-Södra Floda)";"totalt";"män";1111
"Lerum (Ryggebol-Södra Floda)";"totalt";"kvinnor";1054
"Lerum (Ryggebol-Södra Floda)";"totalt";"totalt";2165
"Lerum (Sjövik)";"totalt";"män";591
"Lerum (Sjövik)";"totalt";"kvinnor";540
"Lerum (Sjövik)";"totalt";"totalt";1131
"Lerum (Stannum-Olstorp-Södra Gråbo)";"totalt";"män";1886
"Lerum (Stannum-Olstorp-Södra Gråbo)";"totalt";"kvinnor";1890
"Lerum (Stannum-Olstorp-Södra Gråbo)";"totalt";"totalt";3776
"Lerum (Stenkullen)";"totalt";"män";1101
"Lerum (Stenkullen)";"totalt";"kvinnor";1101
"Lerum (Stenkullen)";"totalt";"totalt";2202
"Lerum (Tollered)";"totalt";"män";503
"Lerum (Tollered)";"totalt";"kvinnor";504
"Lerum (Tollered)";"totalt";"totalt";1007
"Lerum (Uddared-Drängsered)";"totalt";"män";1817
"Lerum (Uddared-Drängsered)";"totalt";"kvinnor";1795
"Lerum (Uddared-Drängsered)";"totalt";"totalt";3612
"Vårgårda (Vårgårda landsbygd nordväst-Fly-Södra Härene)";"totalt";"män";1263
"Vårgårda (Vårgårda landsbygd nordväst-Fly-Södra Härene)";"totalt";"kvinnor";1104
"Vårgårda (Vårgårda landsbygd nordväst-Fly-Södra Härene)";"totalt";"totalt";2367
"Vårgårda (Vårgårda landsbygd sydost-Skogsbygden-Asklanda)";"totalt";"män";1111
"Vårgårda (Vårgårda landsbygd sydost-Skogsbygden-Asklanda)";"totalt";"kvinnor";1068
"Vårgårda (Vårgårda landsbygd sydost-Skogsbygden-Asklanda)";"totalt";"totalt";2179
"Vårgårda (Vårgårda landsbygd väst-Hol-Horla)";"totalt";"män";775
"Vårgårda (Vårgårda landsbygd väst-Hol-Horla)";"totalt";"kvinnor";752
"Vårgårda (Vårgårda landsbygd väst-Hol-Horla)";"totalt";"totalt";1527
"Vårgårda (Vårgårda tätort nordost-Lund-Fagrabo)";"totalt";"män";605
"Vårgårda (Vårgårda tätort nordost-Lund-Fagrabo)";"totalt";"kvinnor";554
"Vårgårda (Vårgårda tätort nordost-Lund-Fagrabo)";"totalt";"totalt";1159
"Vårgårda (Vårgårda tätort sydväst-Hallaberget-Hjultorp)";"totalt";"män";930
"Vårgårda (Vårgårda tätort sydväst-Hallaberget-Hjultorp)";"totalt";"kvinnor";933
"Vårgårda (Vårgårda tätort sydväst-Hallaberget-Hjultorp)";"totalt";"totalt";1863
"Vårgårda (Vårgårda tätort sydöst-Algutstorp-Fridhem)";"totalt";"män";596
"Vårgårda (Vårgårda tätort sydöst-Algutstorp-Fridhem)";"totalt";"kvinnor";557
"Vårgårda (Vårgårda tätort sydöst-Algutstorp-Fridhem)";"totalt";"totalt";1153
"Vårgårda (Vårgårda tätort väst-Centrum-Hoberg)";"totalt";"män";1063
"Vårgårda (Vårgårda tätort väst-Centrum-Hoberg)";"totalt";"kvinnor";1073
"Vårgårda (Vårgårda tätort väst-Centrum-Hoberg)";"totalt";"totalt";2136
"Bollebygd (Bollebygd tätort)";"totalt";"män";2380
"Bollebygd (Bollebygd tätort)";"totalt";"kvinnor";2509
"Bollebygd (Bollebygd tätort)";"totalt";"totalt";4889
"Bollebygd (Bollebygd västra)";"totalt";"män";883
"Bollebygd (Bollebygd västra)";"totalt";"kvinnor";804
"Bollebygd (Bollebygd västra)";"totalt";"totalt";1687
"Bollebygd (Bollebygd östra)";"totalt";"män";478
"Bollebygd (Bollebygd östra)";"totalt";"kvinnor";444
"Bollebygd (Bollebygd östra)";"totalt";"totalt";922
"Bollebygd (Olsfors-Hultafors)";"totalt";"män";538
"Bollebygd (Olsfors-Hultafors)";"totalt";"kvinnor";477
"Bollebygd (Olsfors-Hultafors)";"totalt";"totalt";1015
"Bollebygd (Töllsjö)";"totalt";"män";656
"Bollebygd (Töllsjö)";"totalt";"kvinnor";564
"Bollebygd (Töllsjö)";"totalt";"totalt";1220
"Grästorp (Grästorps omnejd)";"totalt";"män";1297
"Grästorp (Grästorps omnejd)";"totalt";"kvinnor";1167
"Grästorp (Grästorps omnejd)";"totalt";"totalt";2464
"Grästorp (Grästorps samhälle)";"totalt";"män";1531
"Grästorp (Grästorps samhälle)";"totalt";"kvinnor";1568
"Grästorp (Grästorps samhälle)";"totalt";"totalt";3099
"Essunga (Främmestad omland)";"totalt";"män";778
"Essunga (Främmestad omland)";"totalt";"kvinnor";747
"Essunga (Främmestad omland)";"totalt";"totalt";1525
"Essunga (Jonslund omland)";"totalt";"män";1121
"Essunga (Jonslund omland)";"totalt";"kvinnor";1001
"Essunga (Jonslund omland)";"totalt";"totalt";2122
"Essunga (Nossebro)";"totalt";"män";958
"Essunga (Nossebro)";"totalt";"kvinnor";1051
"Essunga (Nossebro)";"totalt";"totalt";2009
"Karlsborg (Karlsborg norra stad)";"totalt";"män";944
"Karlsborg (Karlsborg norra stad)";"totalt";"kvinnor";898
"Karlsborg (Karlsborg norra stad)";"totalt";"totalt";1842
"Karlsborg (Karlsborg södra stad)";"totalt";"män";1074
"Karlsborg (Karlsborg södra stad)";"totalt";"kvinnor";1041
"Karlsborg (Karlsborg södra stad)";"totalt";"totalt";2115
"Karlsborg (Karlsborgs norra omland)";"totalt";"män";478
"Karlsborg (Karlsborgs norra omland)";"totalt";"kvinnor";443
"Karlsborg (Karlsborgs norra omland)";"totalt";"totalt";921
"Karlsborg (Karlsborgs södra omland)";"totalt";"män";562
"Karlsborg (Karlsborgs södra omland)";"totalt";"kvinnor";515
"Karlsborg (Karlsborgs södra omland)";"totalt";"totalt";1077
"Karlsborg (Mölltorp)";"totalt";"män";558
"Karlsborg (Mölltorp)";"totalt";"kvinnor";548
"Karlsborg (Mölltorp)";"totalt";"totalt";1106
"Gullspång (Gullspång norra)";"totalt";"män";694
"Gullspång (Gullspång norra)";"totalt";"kvinnor";613
"Gullspång (Gullspång norra)";"totalt";"totalt";1307
"Gullspång (Gullspång södra)";"totalt";"män";452
"Gullspång (Gullspång södra)";"totalt";"kvinnor";399
"Gullspång (Gullspång södra)";"totalt";"totalt";851
"Gullspång (Gullspång-Skagersvik)";"totalt";"män";847
"Gullspång (Gullspång-Skagersvik)";"totalt";"kvinnor";839
"Gullspång (Gullspång-Skagersvik)";"totalt";"totalt";1686
"Gullspång (Hova)";"totalt";"män";628
"Gullspång (Hova)";"totalt";"kvinnor";647
"Gullspång (Hova)";"totalt";"totalt";1275
"Tranemo (Limmared-Rosenlund)";"totalt";"män";924
"Tranemo (Limmared-Rosenlund)";"totalt";"kvinnor";836
"Tranemo (Limmared-Rosenlund)";"totalt";"totalt";1760
"Tranemo (Länghem)";"totalt";"män";561
"Tranemo (Länghem)";"totalt";"kvinnor";570
"Tranemo (Länghem)";"totalt";"totalt";1131
"Tranemo (Tranemo norra omland)";"totalt";"män";897
"Tranemo (Tranemo norra omland)";"totalt";"kvinnor";831
"Tranemo (Tranemo norra omland)";"totalt";"totalt";1728
"Tranemo (Tranemo södra)";"totalt";"män";593
"Tranemo (Tranemo södra)";"totalt";"kvinnor";572
"Tranemo (Tranemo södra)";"totalt";"totalt";1165
"Tranemo (Tranemo södra omland)";"totalt";"män";468
"Tranemo (Tranemo södra omland)";"totalt";"kvinnor";455
"Tranemo (Tranemo södra omland)";"totalt";"totalt";923
"Tranemo (Tranemo västra)";"totalt";"män";516
"Tranemo (Tranemo västra)";"totalt";"kvinnor";483
"Tranemo (Tranemo västra)";"totalt";"totalt";999
"Tranemo (Tranemo västra omland)";"totalt";"män";633
"Tranemo (Tranemo västra omland)";"totalt";"kvinnor";572
"Tranemo (Tranemo västra omland)";"totalt";"totalt";1205
"Tranemo (Tranemo östra)";"totalt";"män";671
"Tranemo (Tranemo östra)";"totalt";"kvinnor";634
"Tranemo (Tranemo östra)";"totalt";"totalt";1305
"Tranemo (Tranemo östra omland)";"totalt";"män";868
"Tranemo (Tranemo östra omland)";"totalt";"kvinnor";799
"Tranemo (Tranemo östra omland)";"totalt";"totalt";1667
"Bengtsfors (Bengtsfors centrum)";"totalt";"män";740
"Bengtsfors (Bengtsfors centrum)";"totalt";"kvinnor";752
"Bengtsfors (Bengtsfors centrum)";"totalt";"totalt";1492
"Bengtsfors (Bengtsfors norra kommundel)";"totalt";"män";1039
"Bengtsfors (Bengtsfors norra kommundel)";"totalt";"kvinnor";918
"Bengtsfors (Bengtsfors norra kommundel)";"totalt";"totalt";1957
"Bengtsfors (Bengtsfors södra kommundel)";"totalt";"män";905
"Bengtsfors (Bengtsfors södra kommundel)";"totalt";"kvinnor";809
"Bengtsfors (Bengtsfors södra kommundel)";"totalt";"totalt";1714
"Bengtsfors (Bengtsfors-Sidan södra)";"totalt";"män";842
"Bengtsfors (Bengtsfors-Sidan södra)";"totalt";"kvinnor";810
"Bengtsfors (Bengtsfors-Sidan södra)";"totalt";"totalt";1652
"Bengtsfors (Billingsfors)";"totalt";"män";504
"Bengtsfors (Billingsfors)";"totalt";"kvinnor";461
"Bengtsfors (Billingsfors)";"totalt";"totalt";965
"Bengtsfors (Dals Långed)";"totalt";"män";676
"Bengtsfors (Dals Långed)";"totalt";"kvinnor";682
"Bengtsfors (Dals Långed)";"totalt";"totalt";1358
"Mellerud (Dalboslätten omland)";"totalt";"män";839
"Mellerud (Dalboslätten omland)";"totalt";"kvinnor";670
"Mellerud (Dalboslätten omland)";"totalt";"totalt";1509
"Mellerud (Kroppefjäll omland)";"totalt";"män";1033
"Mellerud (Kroppefjäll omland)";"totalt";"kvinnor";913
"Mellerud (Kroppefjäll omland)";"totalt";"totalt";1946
"Mellerud (Mellerud nordöstra omland)";"totalt";"män";798
"Mellerud (Mellerud nordöstra omland)";"totalt";"kvinnor";694
"Mellerud (Mellerud nordöstra omland)";"totalt";"totalt";1492
"Mellerud (Mellerud norra)";"totalt";"män";1108
"Mellerud (Mellerud norra)";"totalt";"kvinnor";1178
"Mellerud (Mellerud norra)";"totalt";"totalt";2286
"Mellerud (Mellerud södra)";"totalt";"män";978
"Mellerud (Mellerud södra)";"totalt";"kvinnor";954
"Mellerud (Mellerud södra)";"totalt";"totalt";1932
"Lilla Edet (Göta)";"totalt";"män";674
"Lilla Edet (Göta)";"totalt";"kvinnor";639
